rna	cds	GeneID	Name	gene_name	description	protein_id	protein_family._internal	protein_copy_number	FPKM	kdp	hl	beta	beta.var
957	855	GeneID:100758514,Genbank:XP_003495530.1	XP_003495530.1	Copb2	coatomer subunit beta' isoform X1	XP_003495530.1	3974	330497.266245943	81.7212	0.0173915747389511	39.8553432316589	0.0314137763378822	2.6241710770276e-13
961	859	GeneID:103160971,Genbank:XP_007639662.1	XP_007639662.1	Nmnat3	nicotinamide mononucleotide adenylyltransferase 3 isoform X1	XP_007639662.1	3982	2229.14689553912	11.9119	0.0794414401004346	8.72525950792971	0.0934636416993657	5.08055559783226e-06
968	866	GeneID:100759373,Genbank:XP_003495533.1	XP_003495533.1	Pxylp1	acid phosphatase-like protein 2	XP_003495533.1	3998	3766.99022808847	30.5884	0.036132404560263	19.183533146926	0.0501546061591941	2.96947498881426e-10
975	873	GeneID:100765379,Genbank:XP_003495547.1	XP_003495547.1	Rasa2	ras GTPase-activating protein 2 isoform X1	XP_003495547.1	4008	3799.31591516414	8.47963	0.0220363367466153	31.4547371702517	0.0360585383455465	5.35521600385849e-08
977	875	GeneID:100765669,Genbank:XP_007639721.1	XP_007639721.1	Atp1b3	sodium/potassium-transporting ATPase subunit beta-3 isoform X1	XP_007639721.1	4012	228939.898489776	181627	0.0154436317592356	44.882394981053	0.0294658333581667	1.88307167821894e-10
986	884	GeneID:100760243,Genbank:XP_003495535.1	XP_003495535.1	Xrn1	5'-3' exoribonuclease 1 isoform X1	XP_003495535.1	4028	7028.92542734006	1.53221	0.0241597044837513	28.6902176732387	0.0381819060826824	5.74097087217535e-11
1007	899	GeneID:100768580,Genbank:XP_003495555.1	XP_003495555.1	N6amt1	hemK methyltransferase family member 2 isoform X1	XP_003495555.1	4056	14995.7375141387	15.3021	0.0419964341814133	16.5049055728335	0.0560186357803444	7.51142646509786e-06
1015	907	GeneID:100761027,Genbank:XP_007639971.1	XP_007639971.1	Cct8	T-complex protein 1 subunit theta isoform X1	XP_007639971.1	4073	4108374.53962707	408387	0.00874234102774855	79.2862207456638	0.0227645426266797	7.65020150015051e-17
1016	908	GeneID:100761027,Genbank:XP_007640359.1	XP_007640359.1	Cct8	T-complex protein 1 subunit theta isoform X2	XP_007640359.1	4074	3457079.63904221	437458	0.00969109944940316	71.5241014890869	0.0237133010483343	1.31017584868496e-16
1017	909	GeneID:103163920,Genbank:XP_007640371.1	XP_007640371.1	LOC103163920	T-complex protein 1 subunit theta-like	XP_007640371.1	4076	1136246.08141511	158743	0.00947341769395962	73.1675940987913	0.0234956192928907	0
1071	963	GeneID:100766257,Genbank:XP_007640501.1	XP_007640501.1	Mis18a	protein Mis18-alpha isoform X1	XP_007640501.1	4150	14476.811177032	34.2071	0.0373934987124616	18.5365693082084	0.0514157003113927	1.04614135334967e-09
1104	995	GeneID:100770018,Genbank:XP_007640537.1	XP_007640537.1	Atp5o	ATP synthase subunit O%2C mitochondrial isoform X1	XP_007640537.1	4208	503318.34909421	483972	0.0118340297688711	58.5723708743101	0.0258562313678022	2.20770309607434e-12
1106	997	GeneID:100770304,Genbank:XP_007640542.1	XP_007640542.1	Mrps6	28S ribosomal protein S6%2C mitochondrial	XP_007640542.1	4211	11934.1995376584	23.8861	0.0136218971851596	50.8847755300265	0.0276440987840907	1.30778644896543e-07
1125	1014	GeneID:100752370,Genbank:XP_007640621.1	XP_007640621.1	Leprel1	prolyl 3-hydroxylase 2 isoform X1	XP_007640621.1	26	22944.5896259219	16.4277	0.0512631992877391	13.5213406535423	0.0652854008866702	8.61238144873039e-09
1152	1035	GeneID:100756102,Genbank:XP_003495665.1	XP_003495665.1	Tbc1d2b	TBC1 domain family member 2B isoform X1	XP_003495665.1	67	2820.71409576318	42.6851	0.0320414394853502	21.6328352188067	0.0460636410842813	1.07084904992482e-07
1156	1038	GeneID:100765879,Genbank:XP_007640850.1	XP_007640850.1	Morf4l1	mortality factor 4-like protein 1 isoform X1	XP_007640850.1	74	32191.4982432534	254643	0.206465963778739	3.35719829009086	0.22048816537767	5.66443384367975e-06
1162	1042	GeneID:100757753,Genbank:XP_003495671.1	XP_003495671.1	Tmed3	transmembrane emp24 domain-containing protein 3	XP_003495671.1	85	6028.99921831077	48.9762	0.0216502428162142	32.0156769808068	0.0356724444151453	0
1165	1044	GeneID:100758328,Genbank:XP_003495673.2	XP_003495673.2	Mthfs	5-formyltetrahydrofolate cyclo-ligase isoform X1	XP_003495673.2	89	1645.64047390441	14262	0.042830016019871	16.1836778262786	0.0568522176188022	0.00014110885972107
1181	1055	GeneID:100758906,Genbank:XP_003495675.1	XP_003495675.1	Syncrip	heterogeneous nuclear ribonucleoprotein Q isoform X1	XP_003495675.1	107	875593.646645527	72.2499	0.0118198805031058	58.6424863075235	0.0258420821020369	1.01308737297245e-12
1183	1058	GeneID:100767333,Genbank:XP_007640962.1	XP_007640962.1	Snx14	sorting nexin-14 isoform X1	XP_007640962.1	112	1592.52180615391	5.01632	0.0591169625695482	11.7250134383087	0.0731391641684793	4.29285521364526e-06
1198	1073	GeneID:100767908,Genbank:XP_003495700.1	XP_003495700.1	Me1	NADP-dependent malic enzyme isoform X1	XP_003495700.1	135	632035.697393327	158.36	0.0115299235036021	60.1172401831977	0.0255521251025332	1.63319580456157e-14
1200	1075	GeneID:100762575,Genbank:XP_003495688.1	XP_003495688.1	Pgm3	phosphoacetylglucosamine mutase	XP_003495688.1	139	79519.9010364826	22.8051	0.0162544603689943	42.6435061407598	0.0302766619679254	2.49578085278371e-11
1214	1088	GeneID:100769048,Genbank:XP_007641116.1	XP_007641116.1	Caskin2	caskin-2 isoform X1	XP_007641116.1	158	1135.02002415033	3.82242	0.0429132917113808	16.1522724758986	0.0569354933103119	0.00112264242544099
1225	1099	GeneID:100769627,Genbank:XP_003495705.1	XP_003495705.1	Grb2	growth factor receptor-bound protein 2	XP_003495705.1	175	174551.329362561	78.4117	0.0459730811173304	15.0772400655707	0.0599952827162615	5.45077307032045e-11
1233	1107	GeneID:100756199,Genbank:XP_003495746.1	XP_003495746.1	Mrps7	28S ribosomal protein S7%2C mitochondrial isoform X1	XP_003495746.1	183	60868.0235035314	94.0037	0.0164830325518005	42.052163543427	0.0305052341507316	4.25072499132006e-10
1235	1109	GeneID:100770676,Genbank:XP_007641220.1	XP_007641220.1	Nup85	nuclear pore complex protein Nup85 isoform X1	XP_007641220.1	186	67437.9207819098	48.1121	0.00810543350765477	85.5163613279089	0.0221276351065859	8.66021303010057e-13
1244	1117	GeneID:100771541,Genbank:XP_003495712.1	XP_003495712.1	Atp5h	ATP synthase subunit d%2C mitochondrial	XP_003495712.1	198	760496.536616865	579265	0.0128443979697474	53.9649411511947	0.0268665995686786	5.98854392879316e-12
1249	1119	GeneID:100758231,Genbank:XP_007641578.1	XP_007641578.1	Cdr2l	cerebellar degeneration-related protein 2-like isoform X1	XP_007641578.1	202	3517.61199974545	24.7811	0.0296440551096047	23.382333422237	0.0436662567085358	6.60013143580118e-07
1257	1127	GeneID:100773278,Genbank:XP_003495718.1	XP_003495718.1	Fdxr	NADPH:adrenodoxin oxidoreductase%2C mitochondrial isoform X1	XP_003495718.1	217	112863.944031894	24.3188	0.0149828877271088	46.2625892407791	0.0290050893260399	1.50236044929106e-12
1265	1135	GeneID:100689081,Genbank:XP_007641362.1	XP_007641362.1	Slc9a3r1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 isoform X1	XP_007641362.1	235	114049.015279659	32.6415	0.0201571924584064	34.3870894714246	0.0341793940573375	5.12549881437805e-09
1287	1157	GeneID:100761990,Genbank:XP_007641647.1	XP_007641647.1	Rpl38	60S ribosomal protein L38 isoform X1	XP_007641647.1	265	762941.538445072	2363.38	0.0110496462158635	62.7302600480387	0.0250718478147946	2.9702396342008e-12
1298	1167	GeneID:100752570,Genbank:XP_007641483.1	XP_007641483.1	Cog1	conserved oligomeric Golgi complex subunit 1 isoform X1	XP_007641483.1	279	5092.94263045128	20.9137	0.0262084972333864	26.4474217803286	0.0402306988323175	9.75328378724459e-11
1313	1180	GeneID:100774527,Genbank:XP_003495799.1	XP_003495799.1	Ppap2b	lipid phosphate phosphohydrolase 3	XP_003495799.1	297	76626.8049040034	46.9267	0.0582480575886552	11.8999192291512	0.0722702591875863	1.37975749556561e-09
1321	1183	GeneID:100768766,Genbank:XP_007641987.1	XP_007641987.1	Usp24	ubiquitin carboxyl-terminal hydrolase 24 isoform X1	XP_007641987.1	304	55481.5599764954	17.4543	0.0187204669527288	37.0261693957857	0.0327426685516599	3.67369745160854e-13
1331	1193	GeneID:100751794,Genbank:XP_007641779.1	XP_007641779.1	Ttc4	tetratricopeptide repeat protein 4 isoform X1	XP_007641779.1	317	14236.1539188551	3.03076	0.0253429595292605	27.3506801666022	0.0393651611281916	5.78997019996472e-10
1338	1200	GeneID:100752974,Genbank:XP_003495807.1	XP_003495807.1	Mrpl37	39S ribosomal protein L37%2C mitochondrial	XP_003495807.1	330	43391.5591593464	85.1128	0.0143788853496905	48.2059049573592	0.0284010869486216	9.97070248634164e-13
1344	1206	GeneID:100764310,Genbank:XP_003495770.1	XP_003495770.1	Tmem59	transmembrane protein 59	XP_003495770.1	340	1949.90294220053	119422	0.0525138037288861	13.1993329627857	0.0665360053278172	2.31842061767393e-09
1347	1209	GeneID:100764905,Genbank:XP_003495772.1	XP_003495772.1	Hspb11	intraflagellar transport protein 25 homolog isoform X1	XP_003495772.1	346	6317.36791920129	59.6375	0.0377075370479771	18.3821918593628	0.0517297386469083	4.03565434229342e-08
1351	1213	GeneID:100766175,Genbank:XP_003495777.2	XP_003495777.2	Ndc1	nucleoporin NDC1 isoform X2	XP_003495777.2	349	49418.2274286758	26.6181	0.0154135954942634	44.969856696831	0.0294357970931945	8.244864104937e-13
1370	1232	GeneID:100772787,Genbank:XP_007641962.1	XP_007641962.1	LOC100772787	UPF0587 protein C1orf123 homolog isoform X1	XP_007641962.1	387	138847.534625465	10749	0.0131054035657493	52.8901820598237	0.0271276051646805	6.26506491524085e-12
1371	1233	GeneID:100766757,Genbank:XP_003495779.1	XP_003495779.1	Cpt2	carnitine O-palmitoyltransferase 2%2C mitochondrial	XP_003495779.1	390	218005.126759977	50.4534	0.0168018747563989	41.2541570872003	0.03082407635533	4.55708019456556e-16
1394	1255	GeneID:100758701,Genbank:XP_003495822.1	XP_003495822.1	Tmem199	transmembrane protein 199	XP_003495822.1	419	14749.9179355533	44.0408	0.0412286532841527	16.8122682975525	0.0552508548830838	5.93281650619202e-10
1398	1258	GeneID:100759277,Genbank:XP_003495824.1	XP_003495824.1	Ift20	intraflagellar transport protein 20 homolog isoform X1	XP_003495824.1	425	14393.3955562721	40.4311	0.0909532977060173	7.62091312840973	0.104975499304948	1.0226009888256e-05
1408	1268	GeneID:100770202,Genbank:XP_007642469.1	XP_007642469.1	Nf1	neurofibromin isoform X1	XP_007642469.1	437	62.2362789888008	7.48049	0.0229708416571724	30.175088527656	0.0369930432561035	5.46567363875571e-05
1415	1274	GeneID:100771055,Genbank:XP_007642487.1	XP_007642487.1	Suz12	polycomb protein SUZ12 isoform X1	XP_007642487.1	444	10744.9635757859	31.6119	0.0215508227350596	32.163374414115	0.0355730243339907	3.23347812432733e-10
1416	1275	GeneID:100771341,Genbank:XP_007642491.1	XP_007642491.1	Crlf3	cytokine receptor-like factor 3 isoform X1	XP_007642491.1	446	20679.7632792204	11.6426	0.0268204040542301	25.844024540362	0.0408426056531612	2.93558106651774e-11
1421	1280	GeneID:100761802,Genbank:XP_007642261.1	XP_007642261.1	Rhot1	mitochondrial Rho GTPase 1 isoform X1	XP_007642261.1	451	4993.19586284512	1.71997	0.0274395312365313	25.2608973012313	0.0414617328354624	2.42537762387056e-10
1432	1288	GeneID:100773950,Genbank:XP_007642524.1	XP_007642524.1	Myo1d	unconventional myosin-Id isoform X1	XP_007642524.1	460	17312.071957002	4.05558	0.0256089040090599	27.0666476126711	0.039631105607991	5.72905121787707e-08
1447	1299	GeneID:100764718,Genbank:XP_003495843.1	XP_003495843.1	Znf830	zinc finger protein 830	XP_003495843.1	482	4013.84896906456	7.99442	0.0258847168184006	26.7782408215187	0.0399069184173317	0
1448	1300	GeneID:100765011,Genbank:XP_007642359.1	XP_007642359.1	Lig3	DNA ligase 3 isoform X2	XP_007642359.1	486	34327.6137174988	13.2108	0.0243683884697601	28.4445227644045	0.0383905900686912	4.26873472491949e-12
1460	1312	GeneID:100774821,Genbank:XP_003495873.2	XP_003495873.2	Nle1	notchless protein homolog 1 isoform X2	XP_003495873.2	512	55375.4356581896	23.1152	0.0146972907950635	47.1615612853465	0.0287194923939946	1.74780026180478e-09
1471	1321	GeneID:100751213,Genbank:XP_003495877.1	XP_003495877.1	Acad8	isobutyryl-CoA dehydrogenase%2C mitochondrial isoform X1	XP_003495877.1	526	6190.99774685944	9.05662	0.0172875290439827	40.0952142319731	0.0313097306429138	6.89280673026031e-05
1477	1327	GeneID:100751795,Genbank:XP_003495879.1	XP_003495879.1	Vps26b	vacuolar protein sorting-associated protein 26B	XP_003495879.1	536	94362.5648978757	32.6255	0.0192228858782599	36.0584349795188	0.033245087477191	2.5966965775514e-09
1478	1328	GeneID:100752080,Genbank:XP_007642601.1	XP_007642601.1	Ncapd3	condensin-2 complex subunit D3 isoform X1	XP_007642601.1	537	4973.94114220409	28.9757	0.052478850602511	13.2081242748632	0.0665010522014421	3.35069952427495e-09
1500	1349	GeneID:100758329,Genbank:XP_007642715.1	XP_007642715.1	Aplp2	amyloid-like protein 2 isoform X1	XP_007642715.1	564	46971.8278910961	84.6543	0.265517639437956	2.61055040270466	0.279539841036887	1.47758450581211e-08
1504	1353	GeneID:100756883,Genbank:XP_007642739.1	XP_007642739.1	Nfrkb	nuclear factor related to kappa-B-binding protein isoform X1	XP_007642739.1	572	560.59789683699	11.6303	0.0473070137421185	14.6521017863958	0.0613292153410496	3.33070026104379e-05
1508	1356	GeneID:100759197,Genbank:XP_007642768.1	XP_007642768.1	Smc2	structural maintenance of chromosomes protein 2 isoform X1	XP_007642768.1	578	236215.085308356	46.0984	0.0158743451831296	43.6646156149221	0.0298965467820607	8.17122640817433e-13
1524	1368	GeneID:100761226,Genbank:XP_003495905.1	XP_003495905.1	Abca1	ATP-binding cassette sub-family A member 1 isoform X1	XP_003495905.1	587	981.41738168578	12.1531	0.0731809147995466	9.47169330225754	0.0872031163984777	1.31113165733698e-10
1544	1385	GeneID:100767336,Genbank:XP_003495919.1	XP_003495919.1	Mthfd1l	monofunctional C1-tetrahydrofolate synthase%2C mitochondrial	XP_003495919.1	613	829325.40797919	46.6999	0.0113542008285855	61.0476413993726	0.0253764024275166	3.88887724783996e-15
1554	1393	GeneID:100768199,Genbank:XP_003495922.1	XP_003495922.1	LOC100768199	UPF0364 protein C6orf211 homolog isoform X1	XP_003495922.1	621	23595.7481625406	19.1379	0.0155664208122391	44.5283594039139	0.0295886224111702	2.14940279749032e-10
1559	1398	GeneID:100768768,Genbank:XP_007643085.1	XP_007643085.1	Syne1	nesprin-1 isoform X1	XP_007643085.1	627	9247.7653676714	0.748983	0.0367431534375257	18.8646622761572	0.0507653550364568	1.39861474224849e-11
1569	1408	GeneID:100770677,Genbank:XP_003495930.1	XP_003495930.1	LOC100770677	60S ribosomal protein L6 isoform X1	XP_003495930.1	651	4445399.09206487	715817	0.0106237203841567	65.2452394731363	0.0246459219830878	2.48095470459784e-16
1575	1412	GeneID:100774924,Genbank:XP_007643138.1	XP_007643138.1	Scaf8	protein SCAF8 isoform X1	XP_007643138.1	658	1215.36817953875	15757	0.0514163766609942	13.4810584792877	0.0654385782599253	1.66707438997956e-06
1584	1420	GeneID:100750733,Genbank:XP_003495945.1	XP_003495945.1	Rbm19	probable RNA-binding protein 19 isoform X1	XP_003495945.1	667	42291.2864086231	14.2652	0.0342473400720482	20.2394457234264	0.0482695416709793	1.97107944317944e-10
1592	1428	GeneID:100752372,Genbank:XP_003495951.1	XP_003495951.1	Fbxw8	F-box/WD repeat-containing protein 8	XP_003495951.1	676	3288.87635750615	29.3911	0.106832797156375	6.48814969756304	0.120854998755306	0.00197881607413231
1595	1431	GeneID:100752874,Genbank:XP_003495953.1	XP_003495953.1	Fbxo21	F-box only protein 21 isoform X1	XP_003495953.1	677	17408.1679625571	15.4387	0.0715182939667919	9.69188639876944	0.085540495565723	9.59006913835945e-12
1598	1434	GeneID:100753174,Genbank:XP_003495954.1	XP_003495954.1	Rfc5	replication factor C subunit 5 isoform X1	XP_003495954.1	683	285160.897534146	53.5177	0.0172497957066251	40.1829211399722	0.0312719973055562	5.98652176657638e-12
1603	1438	GeneID:100753772,Genbank:XP_007643310.1	XP_007643310.1	Pebp1	phosphatidylethanolamine-binding protein 1 isoform X1	XP_007643310.1	688	2864181.05621985	595985	0.0158976950441026	43.6004828773636	0.0299198966430338	1.35399745265563e-18
1604	1439	GeneID:100754068,Genbank:XP_007643316.1	XP_007643316.1	Taok3	serine/threonine-protein kinase TAO3	XP_007643316.1	691	14092.7685008385	9.26277	0.0283493072315575	24.450233471256	0.0423715088304886	7.35784951686263e-09
1608	1443	GeneID:100754642,Genbank:XP_003495958.1	XP_003495958.1	Hspb8	heat shock protein beta-8	XP_003495958.1	698	71613.4945316196	171168	0.0553414935762781	12.5249091733415	0.0693636951752092	4.42532315406755e-11
1614	1449	GeneID:100755517,Genbank:XP_007643354.1	XP_007643354.1	Cit	citron Rho-interacting kinase isoform X2	XP_007643354.1	706	3035.80344938807	5.23369	0.0296635201792478	23.3669900393299	0.0436857217781789	2.9468424931678e-11
1622	1457	GeneID:100760740,Genbank:XP_007643469.1	XP_007643469.1	Pxn	paxillin isoform X1	XP_007643469.1	727	39389.3695596119	19.7479	0.0198073827971828	34.9943850561888	0.0338295843961139	6.2387882667437e-11
1630	1465	GeneID:100761897,Genbank:XP_003495980.1	XP_003495980.1	Spc25	kinetochore protein Spc25	XP_003495980.1	738	23314.9111657428	48.4944	0.0681706273662838	10.1678275136832	0.0821928289652149	1.83685559373134e-05
1653	1488	GeneID:100689103,Genbank:XP_007643614.1	XP_007643614.1	Ssb	lupus La protein isoform X1	XP_007643614.1	776	1045027.00113187	197972	0.0129981043794552	53.3267898398736	0.0270203059783863	2.72911174675649e-12
1655	1490	GeneID:100772607,Genbank:XP_007643620.1	XP_007643620.1	Ubr3	E3 ubiquitin-protein ligase UBR3 isoform X1	XP_007643620.1	781	461.929272468563	14.9229	0.0305258133949879	22.7069192748769	0.044548014993919	0.00345955193297999
1661	1496	GeneID:100773471,Genbank:XP_007643647.1	XP_007643647.1	Gorasp2	Golgi reassembly-stacking protein 2	XP_007643647.1	789	133986.905710762	83.6319	0.0165344196054776	41.9214703085384	0.0305566212044087	1.03327405721387e-09
1672	1506	GeneID:100768097,Genbank:XP_003496002.1	XP_003496002.1	Slc25a12	calcium-binding mitochondrial carrier protein Aralar1	XP_003496002.1	811	78666.9936643583	22.7238	0.0110728050117626	62.5990595719531	0.0250950066106937	4.07002263979402e-12
1673	1507	GeneID:100768382,Genbank:XP_003496003.1	XP_003496003.1	Hat1	histone acetyltransferase type B catalytic subunit	XP_003496003.1	812	478504.185710813	103764	0.0240689925173634	28.798346256492	0.0380911941162945	2.19449452641028e-12
1674	1508	GeneID:100768673,Genbank:XP_003496004.1	XP_003496004.1	Metap1d	methionine aminopeptidase 1D%2C mitochondrial isoform X1	XP_003496004.1	814	9024.86924353555	6.10022	0.0122101232298454	56.7682379212746	0.0262323248287765	0.00168324031454568
1692	1526	GeneID:100774926,Genbank:XP_007643833.1	XP_007643833.1	Sp3	transcription factor Sp3 isoform X1	XP_007643833.1	838	1148.02748762923	15.8514	0.0195881407211223	35.3860629463679	0.0336103423200534	0.000341133450838114
1694	1528	GeneID:100770881,Genbank:XP_003496010.1	XP_003496010.1	Ola1	obg-like ATPase 1	XP_003496010.1	844	551735.897141731	97.5276	0.010978274109149	63.1380828779177	0.0250004757080801	1.40945763054142e-12
1764	1565	GeneID:100767055,Genbank:XP_003496060.1	XP_003496060.1	Tpmt	thiopurine S-methyltransferase	XP_003496060.1	889	76914.4405236305	17.1575	0.0164501980252967	42.1360994860999	0.0304723996242278	6.3036079526972e-12
