"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","196","225","GeneID:100772891,Genbank:XP_003495087.1","XP_003495087.1","Adam10","disintegrin and metalloproteinase domain-containing protein 10 isoform X1","XP_003495087.1"
"mapping_line","197","226","GeneID:100757261,Genbank:XP_003495112.1","XP_003495112.1","Fam63b","protein FAM63B isoform X1","XP_003495112.1"
"mapping_line","198","227","GeneID:100757547,Genbank:XP_007648449.1","XP_007648449.1","Sltm","SAFB-like transcription modulator","XP_007648449.1"
"mapping_line","199","228","GeneID:100773181,Genbank:XP_007646744.1","XP_007646744.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X1","XP_007646744.1"
"mapping_line","200","230","GeneID:100773181,Genbank:XP_007646836.1","XP_007646836.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X3","XP_007646836.1"
"mapping_line","201","231","GeneID:100773181,Genbank:XP_003495088.1","XP_003495088.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X4","XP_003495088.1"
"mapping_line","202","232","GeneID:100773181,Genbank:XP_003495089.1","XP_003495089.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X5","XP_003495089.1"
"mapping_line","203","229","GeneID:100773181,Genbank:XP_007646799.1","XP_007646799.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X2","XP_007646799.1"
"mapping_line","204","233","GeneID:100773181,Genbank:XP_007646957.1","XP_007646957.1","Rnf111","E3 ubiquitin-protein ligase Arkadia isoform X6","XP_007646957.1"
"mapping_line","205","234","GeneID:100773656,Genbank:XP_003495090.1","XP_003495090.1","Ccnb2","G2/mitotic-specific cyclin-B2","XP_003495090.1"
"mapping_line","206","235","GeneID:100773946,Genbank:XP_003495091.1","XP_003495091.1","Myo1e","unconventional myosin-Ie isoform X1","XP_003495091.1"
"mapping_line","207","236","GeneID:100774523,Genbank:XP_003495092.1","XP_003495092.1","Fam81a","protein FAM81A","XP_003495092.1"
"mapping_line","208","237","GeneID:100774815,Genbank:XP_007647209.1","XP_007647209.1","Gcnt3","beta-1%2C3-galactosyl-O-glycosyl-glycoprotein beta-1%2C6-N-acetylglucosaminyltransferase 3 isoform X1","XP_007647209.1"
"mapping_line","209","238","GeneID:100774815,Genbank:XP_003495093.1","XP_003495093.1","Gcnt3","beta-1%2C3-galactosyl-O-glycosyl-glycoprotein beta-1%2C6-N-acetylglucosaminyltransferase 3 isoform X2","XP_003495093.1"
"mapping_line","210","239","GeneID:100750331,Genbank:XP_007647299.1","XP_007647299.1","Gtf2a2","transcription initiation factor IIA subunit 2","XP_007647299.1"
"mapping_line","211","240","GeneID:100750620,Genbank:XP_003495095.2","XP_003495095.2","Bnip2","BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 isoform X2","XP_003495095.2"
"mapping_line","212","241","GeneID:100750620,Genbank:XP_003495096.2","XP_003495096.2","Bnip2","BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 isoform X1","XP_003495096.2"
"mapping_line","213","242","GeneID:100751108,Genbank:XP_007647473.1","XP_007647473.1","Foxb1","forkhead box protein B1","XP_007647473.1"
"mapping_line","214","243","GeneID:100752777,Genbank:XP_007648718.1","XP_007648718.1","Gas8","growth arrest-specific protein 8 isoform X1","XP_007648718.1"
"mapping_line","215","244","GeneID:100752777,Genbank:XP_007648751.1","XP_007648751.1","Gas8","growth arrest-specific protein 8 isoform X2","XP_007648751.1"
"mapping_line","217","246","GeneID:100758986,Genbank:XP_007648874.1","XP_007648874.1","LOC100758986","AFG3-like protein 1","XP_007648874.1"
"mapping_line","218","247","GeneID:100759557,Genbank:XP_003495116.1","XP_003495116.1","Def8","differentially expressed in FDCP 8 homolog isoform X1","XP_003495116.1"
"mapping_line","219","249","GeneID:100759557,Genbank:XP_007648959.1","XP_007648959.1","Def8","differentially expressed in FDCP 8 homolog isoform X1","XP_007648959.1"
"mapping_line","220","248","GeneID:100759557,Genbank:XP_007648995.1","XP_007648995.1","Def8","differentially expressed in FDCP 8 homolog isoform X2","XP_007648995.1"
"mapping_line","221","250","GeneID:100760055,Genbank:XP_007649057.1","XP_007649057.1","Tubb3","tubulin beta-3 chain isoform X1","XP_007649057.1"
"mapping_line","222","251","GeneID:100760055,Genbank:XP_003495118.1","XP_003495118.1","Tubb3","tubulin beta-3 chain isoform X2","XP_003495118.1"
"mapping_line","223","252","GeneID:100760643,Genbank:XP_007649209.1","XP_007649209.1","Tcf25","transcription factor 25 isoform X1","XP_007649209.1"
"mapping_line","224","253","GeneID:100760643,Genbank:XP_003495120.1","XP_003495120.1","Tcf25","transcription factor 25 isoform X2","XP_003495120.1"
"mapping_line","225","254","GeneID:100760932,Genbank:XP_007649279.1","XP_007649279.1","Spire2","protein spire homolog 2","XP_007649279.1"
"mapping_line","226","255","GeneID:100761220,Genbank:XP_007649390.1","XP_007649390.1","Fanca","Fanconi anemia group A protein isoform X1","XP_007649390.1"
"mapping_line","227","256","GeneID:100761220,Genbank:XP_007649432.1","XP_007649432.1","Fanca","Fanconi anemia group A protein isoform X2","XP_007649432.1"
"mapping_line","228","257","GeneID:100761220,Genbank:XP_003495122.1","XP_003495122.1","Fanca","Fanconi anemia group A protein isoform X4","XP_003495122.1"
"mapping_line","229","258","GeneID:100761220,Genbank:XP_007649491.1","XP_007649491.1","Fanca","Fanconi anemia group A protein isoform X3","XP_007649491.1"
"mapping_line","230","259","GeneID:100761510,Genbank:XP_003495123.1","XP_003495123.1","Znf276","zinc finger protein 276 isoform X1","XP_003495123.1"
"mapping_line","231","260","GeneID:100753080,Genbank:XP_003495180.2","XP_003495180.2","Vps9d1","VPS9 domain-containing protein 1 isoform X1","XP_003495180.2"
"mapping_line","232","262","GeneID:100753080,Genbank:XP_007649576.1","XP_007649576.1","Vps9d1","VPS9 domain-containing protein 1 isoform X2","XP_007649576.1"
"mapping_line","233","261","GeneID:100753080,Genbank:XP_007649626.1","XP_007649626.1","Vps9d1","VPS9 domain-containing protein 1 isoform X3","XP_007649626.1"
"mapping_line","234","263","GeneID:100761797,Genbank:XP_007649773.1","XP_007649773.1","Spata2l","spermatogenesis-associated protein 2-like protein isoform X1","XP_007649773.1"
"mapping_line","235","264","GeneID:100761797,Genbank:XP_003495124.1","XP_003495124.1","Spata2l","spermatogenesis-associated protein 2-like protein isoform X1","XP_003495124.1"
"mapping_line","236","265","GeneID:100762088,Genbank:XP_003495125.1","XP_003495125.1","Cdk10","cyclin-dependent kinase 10 isoform X2","XP_003495125.1"
"mapping_line","237","266","GeneID:100762088,Genbank:XP_007649717.1","XP_007649717.1","Cdk10","cyclin-dependent kinase 10 isoform X1","XP_007649717.1"
"mapping_line","238","267","GeneID:100762386,Genbank:XP_003495126.1","XP_003495126.1","Spata33","spermatogenesis-associated protein 33","XP_003495126.1"
"mapping_line","239","268","GeneID:100762678,Genbank:XP_003495127.1","XP_003495127.1","Chmp1a","charged multivesicular body protein 1a","XP_003495127.1"
"mapping_line","240","269","GeneID:100762968,Genbank:XP_003495128.1","XP_003495128.1","Dpep1","dipeptidase 1","XP_003495128.1"
"mapping_line","241","270","GeneID:100753375,Genbank:XP_007650048.1","XP_007650048.1","LOC100753375","sulfotransferase family cytosolic 2B member 1-like","XP_007650048.1"
"mapping_line","242","271","GeneID:100763257,Genbank:XP_007650119.1","XP_007650119.1","Cpne7","copine-7 isoform X2","XP_007650119.1"
"mapping_line","243","272","GeneID:100763257,Genbank:XP_003495129.1","XP_003495129.1","Cpne7","copine-7 isoform X1","XP_003495129.1"
"mapping_line","245","274","GeneID:100763722,Genbank:XP_007650230.1","XP_007650230.1","Spg7","paraplegin isoform X2","XP_007650230.1"
"mapping_line","246","275","GeneID:100763722,Genbank:XP_003495131.1","XP_003495131.1","Spg7","paraplegin isoform X1","XP_003495131.1"
"mapping_line","247","276","GeneID:100764009,Genbank:XP_007650296.1","XP_007650296.1","Ankrd11","ankyrin repeat domain-containing protein 11 isoform X3","XP_007650296.1"
"mapping_line","248","277","GeneID:100764009,Genbank:XP_007650335.1","XP_007650335.1","Ankrd11","ankyrin repeat domain-containing protein 11 isoform X1","XP_007650335.1"
"mapping_line","249","278","GeneID:100764009,Genbank:XP_007650378.1","XP_007650378.1","Ankrd11","ankyrin repeat domain-containing protein 11 isoform X2","XP_007650378.1"
"mapping_line","250","279","GeneID:100764305,Genbank:XP_003495133.1","XP_003495133.1","Cdh15","cadherin-15","XP_003495133.1"
"mapping_line","251","281","GeneID:100764604,Genbank:XP_003495134.1","XP_003495134.1","Acsf3","acyl-CoA synthetase family member 3%2C mitochondrial","XP_003495134.1"
"mapping_line","252","280","GeneID:100764604,Genbank:XP_007650511.1","XP_007650511.1","Acsf3","acyl-CoA synthetase family member 3%2C mitochondrial","XP_007650511.1"
"mapping_line","253","282","GeneID:100764604,Genbank:XP_007650544.1","XP_007650544.1","Acsf3","acyl-CoA synthetase family member 3%2C mitochondrial","XP_007650544.1"
"mapping_line","254","283","GeneID:100764900,Genbank:XP_003495135.1","XP_003495135.1","Cbfa2t3","protein CBFA2T3 isoform X1","XP_003495135.1"
"mapping_line","255","284","GeneID:100764900,Genbank:XP_007650678.1","XP_007650678.1","Cbfa2t3","protein CBFA2T3 isoform X3","XP_007650678.1"
"mapping_line","256","285","GeneID:100764900,Genbank:XP_007650636.1","XP_007650636.1","Cbfa2t3","protein CBFA2T3 isoform X2","XP_007650636.1"
"mapping_line","257","286","GeneID:100765187,Genbank:XP_003495137.1","XP_003495137.1","Pabpn1l","embryonic polyadenylate-binding protein 2","XP_003495137.1"
"mapping_line","258","287","GeneID:100753676,Genbank:XP_007607447.1","XP_007607447.1","Trappc2l","trafficking protein particle complex subunit 2-like protein isoform X1","XP_007607447.1"
"mapping_line","260","289","GeneID:100765665,Genbank:XP_003495138.1","XP_003495138.1","Aprt","adenine phosphoribosyltransferase","XP_003495138.1"
"mapping_line","262","291","GeneID:100754271,Genbank:XP_007607556.1","XP_007607556.1","Piezo1","piezo-type mechanosensitive ion channel component 1 isoform X1","XP_007607556.1"
"mapping_line","263","292","GeneID:100765955,Genbank:XP_003495139.1","XP_003495139.1","Ctu2","cytoplasmic tRNA 2-thiolation protein 2","XP_003495139.1"
"mapping_line","264","293","GeneID:100754557,Genbank:XP_007607655.1","XP_007607655.1","Rnf166","RING finger protein 166","XP_007607655.1"
"mapping_line","265","294","GeneID:100766252,Genbank:XP_003495140.1","XP_003495140.1","Snai3","zinc finger protein SNAI3","XP_003495140.1"
"mapping_line","266","296","GeneID:100766541,Genbank:XP_003495141.1","XP_003495141.1","Mvd","diphosphomevalonate decarboxylase isoform X1","XP_003495141.1"
"mapping_line","267","295","GeneID:100766541,Genbank:XP_007651118.1","XP_007651118.1","Mvd","diphosphomevalonate decarboxylase isoform X2","XP_007651118.1"
"mapping_line","268","297","GeneID:100766833,Genbank:XP_007651169.1","XP_007651169.1","LOC100766833","cytochrome b-245 light chain","XP_007651169.1"
"mapping_line","269","298","GeneID:100767127,Genbank:XP_007651222.1","XP_007651222.1","Il17c","interleukin-17C","XP_007651222.1"
"mapping_line","270","300","GeneID:100767415,Genbank:XP_003495144.2","XP_003495144.2","Zc3h18","zinc finger CCCH domain-containing protein 18 isoform X5","XP_003495144.2"
"mapping_line","271","301","GeneID:100767415,Genbank:XP_007651346.1","XP_007651346.1","Zc3h18","zinc finger CCCH domain-containing protein 18 isoform X2","XP_007651346.1"
"mapping_line","272","302","GeneID:100767415,Genbank:XP_003495145.2","XP_003495145.2","Zc3h18","zinc finger CCCH domain-containing protein 18 isoform X4","XP_003495145.2"
"mapping_line","273","303","GeneID:100767415,Genbank:XP_007651312.1","XP_007651312.1","Zc3h18","zinc finger CCCH domain-containing protein 18 isoform X1","XP_007651312.1"
"mapping_line","274","299","GeneID:100767415,Genbank:XP_007651374.1","XP_007651374.1","Zc3h18","zinc finger CCCH domain-containing protein 18 isoform X3","XP_007651374.1"
"mapping_line","275","304","GeneID:100767904,Genbank:XP_003495146.1","XP_003495146.1","LOC100767904","thyrotropin-releasing hormone receptor-like","XP_003495146.1"
"mapping_line","276","305","GeneID:100754845,Genbank:XP_007607745.1","XP_007607745.1","Zfpm1","zinc finger protein ZFPM1 isoform X1","XP_007607745.1"
"mapping_line","277","306","GeneID:100755135,Genbank:XP_003495187.1","XP_003495187.1","Znf469","zinc finger protein 469","XP_003495187.1"
"mapping_line","278","310","GeneID:100768192,Genbank:XP_007651925.1","XP_007651925.1","Banp","protein BANP isoform X7","XP_007651925.1"
"mapping_line","279","311","GeneID:100768192,Genbank:XP_003495148.1","XP_003495148.1","Banp","protein BANP isoform X4","XP_003495148.1"
"mapping_line","280","312","GeneID:100768192,Genbank:XP_007651777.1","XP_007651777.1","Banp","protein BANP isoform X3","XP_007651777.1"
"mapping_line","281","313","GeneID:100768192,Genbank:XP_007651884.1","XP_007651884.1","Banp","protein BANP isoform X6","XP_007651884.1"
"mapping_line","282","314","GeneID:100768192,Genbank:XP_003495147.1","XP_003495147.1","Banp","protein BANP isoform X2","XP_003495147.1"
"mapping_line","283","315","GeneID:100768192,Genbank:XP_007651845.1","XP_007651845.1","Banp","protein BANP isoform X5","XP_007651845.1"
"mapping_line","284","316","GeneID:100768192,Genbank:XP_007651669.1","XP_007651669.1","Banp","protein BANP isoform X1","XP_007651669.1"
"mapping_line","285","317","GeneID:100768192,Genbank:XP_007651705.1","XP_007651705.1","Banp","protein BANP isoform X1","XP_007651705.1"
"mapping_line","286","318","GeneID:100755419,Genbank:XP_003495188.1","XP_003495188.1","Ca5a","carbonic anhydrase 5A%2C mitochondrial isoform X1","XP_003495188.1"
"mapping_line","287","319","GeneID:100768667,Genbank:XP_003495149.1","XP_003495149.1","Slc7a5","large neutral amino acids transporter small subunit 1 isoform X1","XP_003495149.1"
"mapping_line","288","320","GeneID:100768960,Genbank:XP_003495150.1","XP_003495150.1","Klhdc4","kelch domain-containing protein 4 isoform X1","XP_003495150.1"
"mapping_line","289","323","GeneID:100768960,Genbank:XP_007652050.1","XP_007652050.1","Klhdc4","kelch domain-containing protein 4 isoform X2","XP_007652050.1"
"mapping_line","290","321","GeneID:100768960,Genbank:XP_007652083.1","XP_007652083.1","Klhdc4","kelch domain-containing protein 4 isoform X3","XP_007652083.1"
"mapping_line","291","322","GeneID:100768960,Genbank:XP_007652124.1","XP_007652124.1","Klhdc4","kelch domain-containing protein 4 isoform X3","XP_007652124.1"
"mapping_line","293","325","GeneID:100769526,Genbank:XP_007652167.1","XP_007652167.1","Zcchc14","zinc finger CCHC domain-containing protein 14","XP_007652167.1"
"mapping_line","294","326","GeneID:100769810,Genbank:XP_003495152.1","XP_003495152.1","Map1lc3b","microtubule-associated proteins 1A/1B light chain 3B","XP_003495152.1"
"mapping_line","295","328","GeneID:100756007,Genbank:XP_007652305.1","XP_007652305.1","Fbxo31","F-box only protein 31 isoform X2","XP_007652305.1"
"mapping_line","296","330","GeneID:100756007,Genbank:XP_007652258.1","XP_007652258.1","Fbxo31","F-box only protein 31 isoform X1","XP_007652258.1"
"mapping_line","297","329","GeneID:100756007,Genbank:XP_007652350.1","XP_007652350.1","Fbxo31","F-box only protein 31 isoform X3","XP_007652350.1"
"mapping_line","298","331","GeneID:100756293,Genbank:XP_003495191.1","XP_003495191.1","LOC100756293","uncharacterized protein C16orf95 homolog","XP_003495191.1"
"mapping_line","299","333","GeneID:100770103,Genbank:XP_007652395.1","XP_007652395.1","LOC100770103","forkhead box protein L1 isoform X1","XP_007652395.1"
"mapping_line","300","332","GeneID:100770103,Genbank:XP_007652422.1","XP_007652422.1","LOC100770103","forkhead box protein L1 isoform X1","XP_007652422.1"
"mapping_line","301","334","GeneID:103159378,Genbank:XP_007608073.1","XP_007608073.1","LOC103159378","forkhead box C1-B-like","XP_007608073.1"
"mapping_line","303","336","GeneID:100757169,Genbank:XP_007608170.1","XP_007608170.1","Foxf1","forkhead box protein F1 isoform X1","XP_007608170.1"
"mapping_line","304","338","GeneID:103161373,Genbank:XP_007652531.1","XP_007652531.1","LOC103161373","uncharacterized protein LOC103161373","XP_007652531.1"
"mapping_line","305","339","GeneID:100770390,Genbank:XP_003495154.1","XP_003495154.1","Irf8","interferon regulatory factor 8","XP_003495154.1"
"mapping_line","306","341","GeneID:100770670,Genbank:XP_007652679.1","XP_007652679.1","LOC100770670","cytochrome c oxidase subunit 4 isoform 1%2C mitochondrial isoform X3","XP_007652679.1"
"mapping_line","307","342","GeneID:100770670,Genbank:XP_003495155.2","XP_003495155.2","LOC100770670","cytochrome c oxidase subunit 4 isoform 1%2C mitochondrial isoform X2","XP_003495155.2"
"mapping_line","308","340","GeneID:100770670,Genbank:XP_007652716.1","XP_007652716.1","LOC100770670","cytochrome c oxidase subunit 4 isoform 1%2C mitochondrial isoform X1","XP_007652716.1"
"mapping_line","309","343","GeneID:100770955,Genbank:XP_003495156.1","XP_003495156.1","Emc8","ER membrane protein complex subunit 8","XP_003495156.1"
"mapping_line","310","344","GeneID:100757748,Genbank:XP_003495194.1","XP_003495194.1","LOC100757748","uncharacterized protein C16orf74 homolog","XP_003495194.1"
"mapping_line","312","346","GeneID:100771241,Genbank:XP_007652854.1","XP_007652854.1","Gse1","genetic suppressor element 1 isoform X1","XP_007652854.1"
"mapping_line","313","349","GeneID:100771241,Genbank:XP_007652888.1","XP_007652888.1","Gse1","genetic suppressor element 1 isoform X2","XP_007652888.1"
